formation,"parmi les enseignements fournis par l'ecole, quels sont ceux qui meriteraient d'etre approfondis ou renforces ?"
Informatique et Gestion (IG),Pour la partie informatique: Tous les enseignements lies au developpement et  l'architecture (DevOps nouveaux framework et langages tel que Spring React Ruby ios/Swift...).  Pour le management: Toute la dimension humaine les relations clients et au sein d'une equipe.
Informatique et Gestion (IG),Reseau (Des TDs plus interessants et plus motivants) 
Informatique et Gestion (IG),Gestion de projet  Audit des SI  DevOps  Developpement Durable/ Ecoconception
Genie Biologique et Agroalimentaires (GBA),Communication Management de projet
Mecanique et Interactions (MI),Conception mecanique 
Informatique et Gestion (IG),Les projets plus on en fait plus on est prit 
Mecanique et Interactions (MI),Visite d'entreprises et d'industries
Informatique et Gestion (IG),Dev ops Git
Materiaux (MAT),Communication 
Sciences et Technologies de l'Eau (STE),Traitement des eaux
Sciences et Technologies de l'Eau (STE),Le monde de l'entreprise la redaction des rapports la communication avec les clients etc
Sciences et Technologies de l'Eau (STE),Anglais
Sciences et Technologies de l'Eau (STE),Plus de sorties terrains : pas de visites de STEP ni de reseaux ni d'usines de potabilisation sur les 3 ans d'etudes... 
Sciences et Technologies de l'Eau (STE),Utilisation des logiciels
Sciences et Technologies de l'Eau (STE),La gestion de projets
Sciences et Technologies de l'Eau (STE),Hydraulique des reseaux ecologie
Sciences et Technologies de l'Eau (STE),Les cours de management d'equipe
Sciences et Technologies de l'Eau (STE),Fonctionnement du marche publique
Informatique et Gestion (IG),Les matieres de Arnaud Castelltort
Eau et Genie Civil (EGC - apprentissage),Management conduite de projet + visite de chantier ou site professionnel 
Eau et Genie Civil (EGC - apprentissage),RAS
Sciences et Technologies de l'Eau (STE),Aucuns. Une maniere d'enseigner qui responsabilise plus l'etudiant. Exemple: faire des projets ou l'etudiant doit se documenter pour choisir la methode etc...). 
Informatique et Gestion (IG),les enseignements 'de base' de l'informatique de 3A
Informatique et Gestion (IG),Machine Learning / IA Les design pattern Developpement Web DevOps (pour sensibiliser plus d'etudiants aux enjeux dans le monde professionnel) RGPD Gestion de projet (montrer plus de la gestion de projet actuelle avec de l'Agile et non pas seulement de la theorie)
Sciences et Technologies de l'Eau (STE),Les differents cours sur la gestion / management de projet
Sciences et Technologies de l'Eau (STE),Le management de projet serait  renforcer et les projets sur les logiciels de SIG
Informatique et Gestion (IG),L'equilibre etait bon mais je dirais gestion de projet et les experiences reelles (projets)
Sciences et Technologies de l'Eau (STE),Approfondir la culture general du milieu de l'eau : lois reglementations demarches administratives pour travaux d'AEP et d'eaux usees (fonctionnement des marches de travaux etc.).   Fonctionnement des reseaux d'AEP et d'eaux usees de maniere generale sans forcement rentrer dans les calculs : les materiaux type (difference et avantage du PVC/Fonte/PEHD/Polypropylene la robinetterie particuliere (type de vannes ventouses etc.) les pieces de raccordement fonctionnement d'un poste de refoulement comment fonctionne un branchement AEP ou eaux usees d'un usager etc.  La gestion de projet en bureau d'etude detailler un peu plus les phases : AVP PRO ACT VISA DET AOR. (meriterait approfondissement en 5eme annee)
Eau et Genie Civil (EGC - apprentissage),Avec le recul je m'aperAois que le module de communication est bien plus important que je ne le pensais.
Sciences et Technologies de l'Eau (STE),&bull Management de Projet &bull Notions de comptabilite &bull Connaissance en genie civil (sur un chantier 70% du pris est GC le reste est lie au domaine STE ! Il est primordial de s'interesser au GC sans quoi aucun contrat ne peut itre gagner) &bull Connaissance en Mecanique 
Sciences et Technologies de l'Eau (STE),Geologie utilisation des logiciels d'hydrologie ou de SIG.
Informatique et Gestion (IG),Introduction  des outils ETL BI et Cloud
Microelectronique Et Automatique (MEA),Programmation
Microelectronique Et Automatique (MEA),Les projets semestriels / projets industriels m'ont ete les plus interessant mais je pense qu'ils sont dej assez renforces
Microelectronique Et Automatique (MEA),L'anglais - Avec un vrai programme et un vrai prof Reseau Archi des microprocesseurs le sujet est  peine effleure Crypto idem 
Microelectronique Et Automatique (MEA),Informatique embarque (Linux embarque)
Microelectronique Et Automatique (MEA),Conception hardware C++17 (embarque)
Microelectronique Et Automatique (MEA),Management de projet 
Microelectronique Et Automatique (MEA),Difficile  dire Un des forces de la formation est sa pluridisciplinarite. Je ne peux donner qu'un avis subjectif (option robotique)
Microelectronique Et Automatique (MEA),Programmation orientee objet 
Microelectronique Et Automatique (MEA),Gestion de projet  
Microelectronique Et Automatique (MEA),Renforcement sur l'anglais du monde professionnel ( reunions compte rendu etc...) 
Eau et Genie Civil (EGC - apprentissage),Sans avis
Microelectronique Et Automatique (MEA),Langues
Genie Biologique et Agroalimentaires (GBA),Formulation
Genie Biologique et Agroalimentaires (GBA),Gestion de projet  Communication 
Microelectronique Et Automatique (MEA),Langage C Projets
Genie Biologique et Agroalimentaires (GBA),Informatique
Sciences et Technologies de l'Eau (STE),Genie civil
Informatique et Gestion (IG),Avoir plus d'experience professionnelle avant le diplome developper les travaux en autonomie
Genie Biologique et Agroalimentaires (GBA),Gestion de production 
Microelectronique Et Automatique (MEA),java 
Genie Biologique et Agroalimentaires (GBA),Statistiques management de projets droit social anglais entretiens d'embauche 
Genie Biologique et Agroalimentaires (GBA),Informatique 
Genie Biologique et Agroalimentaires (GBA),/
Sciences et Technologies de l'Eau (STE),Les mathematiques et l'hydraulique pour les eleves ne venant pas de prepa.
Genie Biologique et Agroalimentaires (GBA),SAP 
Genie Biologique et Agroalimentaires (GBA),Tout ce qui concerne les ERP et surtout Excel (vba  maitriser).
Materiaux (MAT),Mieux enseigner la programmation et la mecanique 
Genie Biologique et Agroalimentaires (GBA),Management gestion de personnel gestion des matieres premieres connaissances des machines et leur fonctionnement...
Microelectronique Et Automatique (MEA),Cryptographie securite informatique
Genie Biologique et Agroalimentaires (GBA),A ne pas prendre en consideration si present en 5 eme annee car j'etais en erasmus:  Legislations et droits en entreprises Management Communication
Genie Biologique et Agroalimentaires (GBA),Plus d'heure sur le management du personnel 
Microelectronique Et Automatique (MEA),Reseaux
Genie Biologique et Agroalimentaires (GBA),Genie biologique Anglais Allemand
Systemes Embarques (SE - apprentissage),Systemes temps reel
Systemes Embarques (SE - apprentissage),Plus d electronique au detriment d autres 'enseignements secondaires' 
Systemes Embarques (SE - apprentissage),Gestion de projets 
Genie Biologique et Agroalimentaires (GBA),Gestion de projet
Microelectronique Et Automatique (MEA),La robotique. J'aurai voulu apprendre  faire un robot de A  Z depuis la partie contrule commande jusqu' la partie Systeme embarque. 
Mecanique et Interactions (MI),Procedes de mise en en forme des materiaux. Trop vite survole et pourtant tres necessaire
Materiaux (MAT),Il faudrait un cours qui nous prepare plus  l'entree dans le monde du travail : par exemple des situations d'entretiens beaucoup plus poussees et plus adaptees pour un travail (plus en 5eme annee). 
Microelectronique Et Automatique (MEA),Mutualisation de code (git) Programmation : plus de pratique sur le C/C++ et decouverte d'autres langages pratiques dans l'industrie (Python) Plus de cours pratiques sur les fondamentaux de l'electronique 
Systemes Embarques (SE - apprentissage),NSP
Genie Biologique et Agroalimentaires (GBA),Les cours transversaux tels que gestion d'entreprise
Mecanique et Interactions (MI),Conception mecanique
Genie Biologique et Agroalimentaires (GBA),Plus de projets en lien avec des entreprises et ce des la 3eme annee
Sciences et Technologies de l'Eau (STE),Aborder un peu plus l'aspect genie civil / geotechnique en STE.  Je pense que l'ecole devrait egalement un peu plus pousser les etudiants  partir en ERASMUS (semestre d'echange). C'est beaucoup plus formateur qu'un simple stage de 2 mois et tellement enrichissant.
Materiaux (MAT),Les enseignements materiaux composites 
Materiaux (MAT),-
Materiaux (MAT),Mecanique industrielle
Materiaux (MAT),Utilisation de logiciel (management de projets CAO notamment)
Materiaux (MAT),Aspect technique
Materiaux (MAT),Chimie 
Materiaux (MAT),La resistance des materiaux qui reste trop theorique et floue alors que cela est  mon avis un des piliers de l'etude des materiaux. De maniere plus generale tous les cours ayant une approche tres theoriques : beaucoup de lois  retenir sans application concrete et realite physique visible immediatement ce qui induit un bachotage du cours avant l'examen et une mauvaise memorisation des notions sur le moyen et le long terme.
Materiaux (MAT),RDM / MEF
Mecanique et Interactions (MI),elasticite heterogene dans ce module j'ai eu toutes les bases pour suivre les cours de composite  cranfield. Pour ceux qui n'ont pas eu de cours specifique sur les composites ou qui travaillent sur des bio-materiaux tel sur le bois le contenu du module n'est peut itre pas suffisant
Mecanique et Interactions (MI),Calcul de structure (RDM). Faire un exemple concret de calcul de charpente 
Microelectronique Et Automatique (MEA),...lectronique 
Mecanique et Interactions (MI),MMC 
Microelectronique Et Automatique (MEA),le dev
Microelectronique Et Automatique (MEA),Le temps reel car Aa permet d'apprendre les notions du C de l'embarque et du temps reel en mime temps. Renforcer le concept de l'allocation de memoire dynamique serait un plus non negligeable: mime si j'ai toujours su qu'un malloc avait besoin d'un free j'ai jamais su quand le placer ni comment. Avec Aa: lister tous les problemes avec leurs causes/consequences associes (fuite de memoire acces  de la memoire dej liberee...). Le cours de Max Ducros sur la qualite. Coder c'est bien coder bien c'est mieux.
Genie Biologique et Agroalimentaires (GBA),Les enseignements moins scientifiques / techniques c'est  dire par exemple la communication ou encore le marketing. 
Microelectronique Et Automatique (MEA),automatique
Sciences et Technologies de l'Eau (STE),Les enseignements transversaux et les projets de mises en situation
Mecanique et Interactions (MI),Biomecanique les enjeux actuels sont enormes et pas assez de sensibilisation du cute de l'ecole une evaluation qui n'a rien  voir avec les cours... 
Genie Biologique et Agroalimentaires (GBA),Communication au travail  Management
Genie Biologique et Agroalimentaires (GBA),Les langues
Genie Biologique et Agroalimentaires (GBA),La microbio et les matrices alimentaires.
Genie Biologique et Agroalimentaires (GBA),Amelioration continue 
Genie Biologique et Agroalimentaires (GBA),Gestion d'entreprise 
Genie Biologique et Agroalimentaires (GBA),J'ai change de voie professionnelle. Je travaille dans la communication et le marketing. Je ne peux donc pas repondre  cette question.
Genie Biologique et Agroalimentaires (GBA),Anglais
Materiaux (MAT),Les traitements de surface ne sont vu qu'au travers d'exposes il n'y a pas de vrai enseignement. 
Genie Biologique et Agroalimentaires (GBA),Informatique notamment utilisation Excel et SAP
Materiaux (MAT),Les matieres scientifiques appliques davantage au monde professionnel par l'intervention de professionnels au cours de seminaires de distribution de revues scientifiques (afin de suivre l'evolution et la tendance du monde professionnel).
